2025-09-22 02:22:44,801: [11] m.main:INFO: Registered plugins: IntrospectionAPIPlugin, DetectInvalid, DetectIntegerOverflow, DetectUninitializedStorage, DetectUninitializedMemory, DetectReentrancySimple, DetectReentrancyAdvanced, DetectUnusedRetVal, DetectSuicidal, DetectDelegatecall, DetectExternalCallAndLeak, DetectEnvInstruction, DetectManipulableBalance
2025-09-22 02:22:44,802: [11] m.main:INFO: Beginning analysis
2025-09-22 02:22:44,803: [11] m.e.manticore:INFO: Starting symbolic create contract
2025-09-22 02:22:45,270: [11] m.e.manticore:INFO: Starting symbolic transaction: 0
2025-09-22 02:22:45,358: [11] m.e.manticore:INFO: 0 alive states, 1 terminated states
2025-09-22 02:22:45,393: [11] m.e.manticore:INFO: Starting symbolic transaction: 1
2025-09-22 02:22:45,459: [51] m.c.manticore:INFO: Generated testcase No. 0 - REVERT(2 txs)
2025-09-22 02:22:45,459: [51] m.c.plugin:WARNING: Caught will_solve in state None, but failed to capture its initialization
2025-09-22 02:22:45,819: [11] m.c.manticore:INFO: Results in /mcore_2uqgf_we
2025-09-22 02:22:45,820: [11] m.c.manticore:INFO: Total time: 0.545520544052124
2025-09-22 02:22:46,276: [67] m.main:INFO: Registered plugins: IntrospectionAPIPlugin, DetectInvalid, DetectIntegerOverflow, DetectUninitializedStorage, DetectUninitializedMemory, DetectReentrancySimple, DetectReentrancyAdvanced, DetectUnusedRetVal, DetectSuicidal, DetectDelegatecall, DetectExternalCallAndLeak, DetectEnvInstruction, DetectManipulableBalance
2025-09-22 02:22:46,276: [67] m.main:INFO: Beginning analysis
2025-09-22 02:22:46,278: [67] m.e.manticore:INFO: Starting symbolic create contract
2025-09-22 02:29:26,189: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 128)
2025-09-22 02:29:26,251: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 129)
2025-09-22 02:29:26,314: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 130)
2025-09-22 02:29:26,377: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 131)
2025-09-22 02:29:26,444: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 132)
2025-09-22 02:29:26,507: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 133)
2025-09-22 02:29:26,570: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 134)
2025-09-22 02:29:26,634: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 135)
2025-09-22 02:29:26,698: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 136)
2025-09-22 02:29:26,763: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 137)
2025-09-22 02:29:26,830: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 138)
2025-09-22 02:29:26,895: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 139)
2025-09-22 02:29:26,961: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 140)
2025-09-22 02:29:27,026: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 141)
2025-09-22 02:29:27,091: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 142)
2025-09-22 02:29:27,162: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 143)
2025-09-22 02:29:27,230: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 144)
2025-09-22 02:29:27,296: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 145)
2025-09-22 02:29:27,363: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 146)
2025-09-22 02:29:27,430: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 147)
2025-09-22 02:29:27,499: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 148)
2025-09-22 02:29:27,568: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 149)
2025-09-22 02:29:27,642: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 150)
2025-09-22 02:29:27,712: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 151)
2025-09-22 02:29:27,783: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 152)
2025-09-22 02:29:27,852: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 153)
2025-09-22 02:29:27,922: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 154)
2025-09-22 02:29:27,993: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 155)
2025-09-22 02:29:28,064: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 156)
2025-09-22 02:29:28,137: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 157)
2025-09-22 02:29:28,211: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 158)
2025-09-22 02:29:28,284: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 159)
2025-09-22 02:29:28,357: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 160)
2025-09-22 02:29:28,430: [67] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 161)
