2025-09-21 14:50:47,312: [11] m.main:INFO: Registered plugins: IntrospectionAPIPlugin, DetectInvalid, DetectIntegerOverflow, DetectUninitializedStorage, DetectUninitializedMemory, DetectReentrancySimple, DetectReentrancyAdvanced, DetectUnusedRetVal, DetectSuicidal, DetectDelegatecall, DetectExternalCallAndLeak, DetectEnvInstruction, DetectManipulableBalance
2025-09-21 14:50:47,312: [11] m.main:INFO: Beginning analysis
2025-09-21 14:50:47,314: [11] m.e.manticore:INFO: Starting symbolic create contract
2025-09-21 14:50:47,745: [11] m.e.manticore:INFO: Starting symbolic transaction: 0
2025-09-21 14:50:47,823: [11] m.e.manticore:INFO: 0 alive states, 1 terminated states
2025-09-21 14:50:47,856: [11] m.e.manticore:INFO: Starting symbolic transaction: 1
2025-09-21 14:50:47,912: [54] m.c.manticore:INFO: Generated testcase No. 0 - REVERT(2 txs)
2025-09-21 14:50:47,913: [54] m.c.plugin:WARNING: Caught will_solve in state None, but failed to capture its initialization
2025-09-21 14:50:48,244: [11] m.c.manticore:INFO: Results in /mcore_2avxmu4s
2025-09-21 14:50:48,244: [11] m.c.manticore:INFO: Total time: 0.49784350395202637
2025-09-21 14:50:48,705: [70] m.main:INFO: Registered plugins: IntrospectionAPIPlugin, DetectInvalid, DetectIntegerOverflow, DetectUninitializedStorage, DetectUninitializedMemory, DetectReentrancySimple, DetectReentrancyAdvanced, DetectUnusedRetVal, DetectSuicidal, DetectDelegatecall, DetectExternalCallAndLeak, DetectEnvInstruction, DetectManipulableBalance
2025-09-21 14:50:48,706: [70] m.main:INFO: Beginning analysis
2025-09-21 14:50:48,707: [70] m.e.manticore:INFO: Starting symbolic create contract
2025-09-21 14:57:28,415: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 128)
2025-09-21 14:57:28,484: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 129)
2025-09-21 14:57:28,551: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 130)
2025-09-21 14:57:28,618: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 131)
2025-09-21 14:57:28,686: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 132)
2025-09-21 14:57:28,753: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 133)
2025-09-21 14:57:28,821: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 134)
2025-09-21 14:57:28,890: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 135)
2025-09-21 14:57:28,962: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 136)
2025-09-21 14:57:29,030: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 137)
2025-09-21 14:57:29,102: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 138)
2025-09-21 14:57:29,172: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 139)
2025-09-21 14:57:29,242: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 140)
2025-09-21 14:57:29,312: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 141)
2025-09-21 14:57:29,383: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 142)
2025-09-21 14:57:29,463: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 143)
2025-09-21 14:57:29,535: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 144)
2025-09-21 14:57:29,607: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 145)
2025-09-21 14:57:29,683: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 146)
2025-09-21 14:57:29,755: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 147)
2025-09-21 14:57:29,829: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 148)
2025-09-21 14:57:29,902: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 149)
2025-09-21 14:57:29,979: [70] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160172939298038992985875009663595266309354554466, offset 150)
