filename,basename,toolid,toolmode,tool_args,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
/Users/micheleaversana/Documents/GitHub/TestContracts/Splits/Split3/ERC20.sol,ERC20.sol,confuzzius,solidity,,2022/12/31,d20250708_1606,1751987052.73729,141.70086097717285,0,{},{},{},{}
/Users/micheleaversana/Documents/GitHub/TestContracts/Splits/Split3/FindThisHash.sol,FindThisHash.sol,confuzzius,solidity,,2022/12/31,d20250708_1606,1751987194.751607,291.86091804504395,0,{},{},{},{}
/Users/micheleaversana/Documents/GitHub/TestContracts/Splits/Split3/eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,confuzzius,solidity,,2022/12/31,d20250708_1606,1751985824.006724,292.23906683921814,0,"{Leaking_Ether@31,Transaction_Order_Dependency@24}",{},{},{}
/Users/micheleaversana/Documents/GitHub/TestContracts/Splits/Split3/roulette.sol,roulette.sol,confuzzius,solidity,,2022/12/31,d20250708_1606,1751987798.874402,292.3188648223877,0,"{Block_Dependency@18,Block_Dependency@20}",{},{},{}
/Users/micheleaversana/Documents/GitHub/TestContracts/Splits/Split3/unprotected0.sol,unprotected0.sol,confuzzius,solidity,,2022/12/31,d20250708_1606,1751988091.531224,291.83848810195923,0,{},{},{},{}
/Users/micheleaversana/Documents/GitHub/TestContracts/Splits/Split3/wallet_02_refund_nosub.sol,wallet_02_refund_nosub.sol,confuzzius,solidity,,2022/12/31,d20250708_1606,1751986468.220125,292.0926079750061,0,"{Assertion_Failure@24,Transaction_Order_Dependency@25,Transaction_Order_Dependency@31}",{},{},{}
/Users/micheleaversana/Documents/GitHub/TestContracts/Splits/Split3/wallet_03_wrong_constructor.sol,wallet_03_wrong_constructor.sol,confuzzius,solidity,,2022/12/31,d20250708_1606,1751986760.643175,291.78136110305786,0,"{Assertion_Failure@24,Leaking_Ether@38,Transaction_Order_Dependency@20,Transaction_Order_Dependency@25}",{},{},{}
/Users/micheleaversana/Documents/GitHub/TestContracts/Splits/Split3/ERC20.sol,ERC20.sol,conkas,solidity,-vt time_manipulation,2022/11/11,d20250708_1606,1751983606.453783,1.5865731239318848,0,{},{},{},{}
/Users/micheleaversana/Documents/GitHub/TestContracts/Splits/Split3/FindThisHash.sol,FindThisHash.sol,conkas,solidity,-vt time_manipulation,2022/11/11,d20250708_1606,1751983610.88513,1.2346820831298828,0,{},{},{},{}
/Users/micheleaversana/Documents/GitHub/TestContracts/Splits/Split3/eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,conkas,solidity,-vt time_manipulation,2022/11/11,d20250708_1606,1751983648.830085,1.2382428646087646,0,{},{},{},{}
