filename,basename,toolid,toolmode,tool_args,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/etherbank.sol,etherbank.sol,confuzzius,solidity,,2022/12/31,20250624_1817,1750781977.5591888,2.7543749809265137,0,"{Reentrancy,Transaction_Order_Dependency}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/insecure_transfer.sol,insecure_transfer.sol,confuzzius,solidity,,2022/12/31,20250624_1817,1750781982.7159414,2.0021231174468994,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/modifier_reentrancy.sol,modifier_reentrancy.sol,confuzzius,solidity,,2022/12/31,20250624_1817,1750781987.1244109,2.896515130996704,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/reentrance.sol,reentrance.sol,confuzzius,solidity,,2022/12/31,20250624_1817,1750781992.415083,3.455397367477417,0,"{Reentrancy,Unhandled_Exception}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/reentrancy_dao.sol,reentrancy_dao.sol,confuzzius,solidity,,2022/12/31,20250624_1817,1750781998.2771394,2.2412729263305664,0,"{Reentrancy,Transaction_Order_Dependency}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/timelock.sol,timelock.sol,confuzzius,solidity,,2022/12/31,20250624_1817,1750782002.9309804,3.7398810386657715,0,"{Block_Dependency,Integer_Overflow,Transaction_Order_Dependency}",{},{Validation error: Sender account balance cannot afford txn (ignoring for now)},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/token.sol,token.sol,confuzzius,solidity,,2022/12/31,20250624_1817,1750781972.2024264,2.9190521240234375,0,{Integer_Overflow},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/etherbank.sol,etherbank.sol,maian,solidity,,2022/11/11,20250624_1817,1750782048.2919493,31.164188146591187,0,"{No_Ether_lock_Ether_refused,No_prodigal_vulnerability_found}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/insecure_transfer.sol,insecure_transfer.sol,maian,solidity,,2022/11/11,20250624_1817,1750782081.913934,32.104182958602905,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/modifier_reentrancy.sol,modifier_reentrancy.sol,maian,solidity,,2022/11/11,20250624_1817,1750782116.4375389,92.16346740722656,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,No_prodigal_vulnerability_found,Not_destructible_no_self_destruct}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/reentrance.sol,reentrance.sol,maian,solidity,,2022/11/11,20250624_1817,1750782211.0379145,32.99678611755371,0,"{No_prodigal_vulnerability_found,Not_destructible_no_self_destruct}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/reentrancy_dao.sol,reentrancy_dao.sol,maian,solidity,,2022/11/11,20250624_1817,1750782246.4602773,28.94188642501831,0,"{No_prodigal_vulnerability_found,Not_destructible_no_self_destruct}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/timelock.sol,timelock.sol,maian,solidity,,2022/11/11,20250624_1817,1750782277.8302794,29.70952343940735,0,"{No_prodigal_vulnerability_found,Not_destructible_no_self_destruct}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/token.sol,token.sol,maian,solidity,,2022/11/11,20250624_1817,1750782009.075086,36.76338768005371,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/etherbank.sol,etherbank.sol,manticore-0.3.7,solidity,,2022/11/17,20250624_1817,1750782423.1363895,13.078093528747559,0,{},{},{},"{exception (manticore.core.state.Concretize),exception (manticore.exceptions.ManticoreError: Forking on unfeasible constraint set)}"
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/insecure_transfer.sol,insecure_transfer.sol,manticore-0.3.7,solidity,,2022/11/17,20250624_1817,1750782438.6240013,14.445553064346313,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/modifier_reentrancy.sol,modifier_reentrancy.sol,manticore-0.3.7,solidity,,2022/11/17,20250624_1817,1750782455.4949713,14.979578733444214,0,{},{},{},"{exception (manticore.core.state.Concretize),exception (manticore.exceptions.ManticoreError: Forking on unfeasible constraint set)}"
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/reentrance.sol,reentrance.sol,manticore-0.3.7,solidity,,2022/11/17,20250624_1817,1750782472.8855343,61.357590198516846,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/reentrancy_dao.sol,reentrancy_dao.sol,manticore-0.3.7,solidity,,2022/11/17,20250624_1817,1750782536.655763,34.17242431640625,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/timelock.sol,timelock.sol,manticore-0.3.7,solidity,,2022/11/17,20250624_1817,1750782573.2595522,304.7032856941223,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/token.sol,token.sol,manticore-0.3.7,solidity,,2022/11/17,20250624_1817,1750782309.9874303,110.75626254081726,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/etherbank.sol,etherbank.sol,mythril-0.24.7,solidity,"--modules ArbitraryDelegateCall,ExternalCalls",2024/03/24,20250624_1817,1750781858.4790134,11.595857620239258,1,{External_Call_To_User_Supplied_Address_SWC_107},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/insecure_transfer.sol,insecure_transfer.sol,mythril-0.24.7,solidity,--modules ArbitraryDelegateCall,2024/03/24,20250624_1817,1750781872.5140114,9.149803638458252,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/modifier_reentrancy.sol,modifier_reentrancy.sol,mythril-0.24.7,solidity,--modules ExternalCalls,2024/03/24,20250624_1817,1750781884.0628178,24.180777549743652,1,{External_Call_To_User_Supplied_Address_SWC_107},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/reentrance.sol,reentrance.sol,mythril-0.24.7,solidity,--modules ExternalCalls,2024/03/24,20250624_1817,1750781910.6498716,26.556859016418457,1,{External_Call_To_User_Supplied_Address_SWC_107},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/reentrancy_dao.sol,reentrancy_dao.sol,mythril-0.24.7,solidity,--modules ExternalCalls,2024/03/24,20250624_1817,1750781939.6106482,12.191526412963867,1,{External_Call_To_User_Supplied_Address_SWC_107},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Primo split per testing/timelock.sol,timelock.sol,mythril-0.24.7,solidity,--modules ArbitraryDelegateCall,2024/03/24,20250624_1817,1750781954.202414,15.58931279182434,0,{},{},{},{}
