filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
/home/user/Documents/GitHub/smartbugs-curated/Splits/TerzoSplit/ERC20.sol,ERC20.sol,confuzzius,solidity,2022/12/31,20250630_0003,1751249756.8288627,442.5897123813629,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Splits/TerzoSplit/FindThisHash.sol,FindThisHash.sol,confuzzius,solidity,2022/12/31,20250630_0003,1751244503.114864,892.4924545288086,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Splits/TerzoSplit/eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,confuzzius,solidity,2022/12/31,20250630_0003,1751243610.7727716,892.3386058807373,0,"{Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Splits/TerzoSplit/roulette.sol,roulette.sol,confuzzius,solidity,2022/12/31,20250630_0003,1751250199.4199219,892.7169516086578,0,{Block_Dependency},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Splits/TerzoSplit/unprotected0.sol,unprotected0.sol,confuzzius,solidity,2022/12/31,20250630_0003,1751248749.3003535,892.6862287521362,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Splits/TerzoSplit/wallet_02_refund_nosub.sol,wallet_02_refund_nosub.sol,confuzzius,solidity,2022/12/31,20250630_0003,1751246527.8676453,892.3484387397766,0,"{Assertion_Failure,Transaction_Order_Dependency}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Splits/TerzoSplit/wallet_03_wrong_constructor.sol,wallet_03_wrong_constructor.sol,confuzzius,solidity,2022/12/31,20250630_0003,1751241802.2489877,892.9510900974274,0,"{Assertion_Failure,Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Splits/TerzoSplit/ERC20.sol,ERC20.sol,maian,solidity,2022/11/11,20250630_0003,1751246385.2249482,54.45865249633789,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Splits/TerzoSplit/FindThisHash.sol,FindThisHash.sol,maian,solidity,2022/11/11,20250630_0003,1751248032.8660524,32.3210563659668,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Splits/TerzoSplit/eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,maian,solidity,2022/11/11,20250630_0003,1751247981.5063794,32.81073760986328,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{Unknown operation},{}
/home/user/Documents/GitHub/smartbugs-curated/Splits/TerzoSplit/roulette.sol,roulette.sol,maian,solidity,2022/11/11,20250630_0003,1751251098.5028734,48.82560110092163,0,"{No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Splits/TerzoSplit/unprotected0.sol,unprotected0.sol,maian,solidity,2022/11/11,20250630_0003,1751245395.619184,35.14481258392334,0,{No_Ether_lock_Ether_refused},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/Splits/TerzoSplit/wallet_02_refund_nosub.sol,wallet_02_refund_nosub.sol,maian,solidity,2022/11/11,20250630_0003,1751246496.9338958,30.932900190353394,0,{Not_destructible_no_self_destruct},{},{Unknown operation},{}
/home/user/Documents/GitHub/smartbugs-curated/Splits/TerzoSplit/wallet_03_wrong_constructor.sol,wallet_03_wrong_constructor.sol,maian,solidity,2022/11/11,20250630_0003,1751246341.4993558,43.7248170375824,0,"{Ether_leak_verified,Not_destructible_no_self_destruct}",{},{Unknown operation},{}
/home/user/Documents/GitHub/smartbugs-curated/Splits/TerzoSplit/ERC20.sol,ERC20.sol,manticore-0.3.7,solidity,2022/11/17,20250630_0003,1751245430.7651198,910.7332661151886,,{},{},{},"{DOCKER_TIMEOUT,exception (manticore.core.state.Concretize),exception (manticore.exceptions.ManticoreError: Forking on unfeasible constraint set)}"
/home/user/Documents/GitHub/smartbugs-curated/Splits/TerzoSplit/FindThisHash.sol,FindThisHash.sol,manticore-0.3.7,solidity,2022/11/17,20250630_0003,1751242696.112911,910.6601448059082,,{},{},{},{DOCKER_TIMEOUT}
