filename,basename,toolid,toolmode,tool_args,parser_version,runid,start,duration,exit_code,findings,classified_findings,infos,errors,fails
samples/Split1/etherbank.sol,etherbank.sol,confuzzius,solidity,,2022/12/31,d_20250902_1435,1756817176.3643832,3.4754719734191895,0,"{Reentrancy@21,Transaction_Order_Dependency@15}","{FRONT_RUNNING,REENTRANCY,TOD}",{},{},{}
samples/Split1/insecure_transfer.sol,insecure_transfer.sol,confuzzius,solidity,,2022/12/31,d_20250902_1435,1756817182.265505,1.9441332817077637,0,{},{},{},{},{}
samples/Split1/modifier_reentrancy.sol,modifier_reentrancy.sol,confuzzius,solidity,,2022/12/31,d_20250902_1435,1756817214.7138102,2.985637903213501,0,{},{},{},{},{}
samples/Split1/reentrance.sol,reentrance.sol,confuzzius,solidity,,2022/12/31,d_20250902_1435,1756817248.1167457,3.3902781009674072,0,"{Reentrancy@24,Unhandled_Exception@24}","{LOW_LEVEL_CALL,REENTRANCY}",{},{},{}
samples/Split1/reentrancy_dao.sol,reentrancy_dao.sol,confuzzius,solidity,,2022/12/31,d_20250902_1435,1756817281.8986077,2.4615941047668457,0,"{Reentrancy@18,Transaction_Order_Dependency@25}","{FRONT_RUNNING,REENTRANCY,TOD}",{},{},{}
samples/Split1/timelock.sol,timelock.sol,confuzzius,solidity,,2022/12/31,d_20250902_1435,1756817286.7796912,3.4306962490081787,0,{Integer_Overflow@22},"{INTEGER_OVERFLOW,OVERFLOW}",{},{},{}
samples/Split1/token.sol,token.sol,confuzzius,solidity,,2022/12/31,d_20250902_1435,1756817324.1492465,2.82877254486084,0,"{Integer_Overflow@20,Integer_Overflow@22,Integer_Overflow@23}","{INTEGER_OVERFLOW,OVERFLOW}",{},{},{}
samples/Split1/etherbank.sol,etherbank.sol,conkas,solidity,"-vt time_manipulation,unchecked_ll_calls",2022/11/11,d_20250902_1435,1756816551.641528,1.0148556232452393,0,{},{},{},{},"{""exception (KeyError: 'time_manipulation,unchecked_ll_calls')""}"
samples/Split1/insecure_transfer.sol,insecure_transfer.sol,conkas,solidity,-vt time_manipulation,2022/11/11,d_20250902_1435,1756816574.7975435,1.0259451866149902,0,{},{},{},{},{}
samples/Split1/modifier_reentrancy.sol,modifier_reentrancy.sol,conkas,solidity,-vt time_manipulation,2022/11/11,d_20250902_1435,1756816617.3126643,1.1241326332092285,0,{},{},{},{},{}
samples/Split1/reentrance.sol,reentrance.sol,conkas,solidity,"-vt time_manipulation,unchecked_ll_calls",2022/11/11,d_20250902_1435,1756816624.6005683,1.0346028804779053,0,{},{},{},{},"{""exception (KeyError: 'time_manipulation,unchecked_ll_calls')""}"
samples/Split1/reentrancy_dao.sol,reentrancy_dao.sol,conkas,solidity,"-vt time_manipulation,unchecked_ll_calls",2022/11/11,d_20250902_1435,1756816660.034847,1.115614414215088,0,{},{},{},{},"{""exception (KeyError: 'time_manipulation,unchecked_ll_calls')""}"
samples/Split1/timelock.sol,timelock.sol,conkas,solidity,-vt time_manipulation,2022/11/11,d_20250902_1435,1756816682.740523,1.2206130027770996,0,"{Time_Manipulation@17,Time_Manipulation@27}",{BLOCK_DEPENDENCE},{},{},{}
samples/Split1/token.sol,token.sol,conkas,solidity,-vt time_manipulation,2022/11/11,d_20250902_1435,1756816709.1682146,1.0241217613220215,0,{},{},{},{},{}
samples/Split1/etherbank.sol,etherbank.sol,maian,solidity,,2022/11/11,d_20250902_1435,1756817148.27258,25.67061948776245,,{No_prodigal_vulnerability_found},{UNCLASSIFIED},{},{},{DOCKER_TIMEOUT}
samples/Split1/insecure_transfer.sol,insecure_transfer.sol,maian,solidity,,2022/11/11,d_20250902_1435,1756816739.674259,25.67780828475952,,"{No_Ether_leak_no_send,Not_destructible_no_self_destruct}","{SUICIDAL,UNLOCKED_ETHER}",{},{},{DOCKER_TIMEOUT}
samples/Split1/modifier_reentrancy.sol,modifier_reentrancy.sol,maian,solidity,,2022/11/11,d_20250902_1435,1756817186.6306417,25.665385007858276,,"{No_Ether_leak_no_send,Not_destructible_no_self_destruct}","{SUICIDAL,UNLOCKED_ETHER}",{},{},{DOCKER_TIMEOUT}
samples/Split1/reentrance.sol,reentrance.sol,maian,solidity,,2022/11/11,d_20250902_1435,1756817220.1284492,25.57939386367798,,"{No_prodigal_vulnerability_found,Not_destructible_no_self_destruct}","{SUICIDAL,UNCLASSIFIED}",{},{},{DOCKER_TIMEOUT}
samples/Split1/reentrancy_dao.sol,reentrancy_dao.sol,maian,solidity,,2022/11/11,d_20250902_1435,1756817253.9197953,25.56344437599182,,"{No_prodigal_vulnerability_found,Not_destructible_no_self_destruct}","{SUICIDAL,UNCLASSIFIED}",{},{},{DOCKER_TIMEOUT}
samples/Split1/timelock.sol,timelock.sol,maian,solidity,,2022/11/11,d_20250902_1435,1756817081.9217608,25.703534364700317,,{Not_destructible_no_self_destruct},{SUICIDAL},{},{},{DOCKER_TIMEOUT}
samples/Split1/token.sol,token.sol,maian,solidity,,2022/11/11,d_20250902_1435,1756817296.152972,25.583799600601196,,"{No_Ether_leak_no_send,Not_destructible_no_self_destruct}","{SUICIDAL,UNLOCKED_ETHER}",{},{},{DOCKER_TIMEOUT}
samples/Split1/etherbank.sol,etherbank.sol,mythril-0.24.7,solidity,"--modules ArbitraryDelegateCall,ExternalCalls",2024/03/24,d_20250902_1435,1756816555.0638726,10.453357696533203,1,{External_Call_To_User_Supplied_Address_SWC_107@21},"{DOS_GAS_LIMIT,REENTRANCY}",{},{},{}
samples/Split1/etherbank.sol,etherbank.sol,mythril-0.24.7,solidity,--modules Exceptions,2024/03/24,d_20250902_1435,1756817135.984928,9.87997055053711,0,{},{},{},{},{}
samples/Split1/insecure_transfer.sol,insecure_transfer.sol,mythril-0.24.7,solidity,--modules ArbitraryDelegateCall,2024/03/24,d_20250902_1435,1756816578.2257197,9.474797010421753,0,{},{},{},{},{}
