filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/BECToken.sol,BECToken.sol,confuzzius,solidity,2022/12/31,20250626_1449,1750949416.62528,18.889857292175293,0,{Integer_Overflow},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/insecure_transfer.sol,insecure_transfer.sol,confuzzius,solidity,2022/12/31,20250626_1449,1750949393.9247532,2.3074021339416504,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/integer_overflow_1.sol,integer_overflow_1.sol,confuzzius,solidity,2022/12/31,20250626_1449,1750949512.41299,2.431421995162964,0,{Integer_Overflow},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/integer_overflow_add.sol,integer_overflow_add.sol,confuzzius,solidity,2022/12/31,20250626_1449,1750949407.530728,2.1785497665405273,0,{Integer_Overflow},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/lottery.sol,lottery.sol,confuzzius,solidity,2022/12/31,20250626_1449,1750949409.7102466,3.8707027435302734,0,"{Block_Dependency,Transaction_Order_Dependency}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/open_address_lottery.sol,open_address_lottery.sol,confuzzius,solidity,2022/12/31,20250626_1449,1750949960.4906359,4.139991760253906,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/random_number_generator.sol,random_number_generator.sol,confuzzius,solidity,2022/12/31,20250626_1449,1750949391.3924992,2.5314676761627197,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/BECToken.sol,BECToken.sol,maian,solidity,2022/11/11,20250626_1449,1750949556.5832763,228.02535486221313,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/insecure_transfer.sol,insecure_transfer.sol,maian,solidity,2022/11/11,20250626_1449,1750949518.7792943,37.803242683410645,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/integer_overflow_1.sol,integer_overflow_1.sol,maian,solidity,2022/11/11,20250626_1449,1750949935.0038927,25.486127614974976,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/integer_overflow_add.sol,integer_overflow_add.sol,maian,solidity,2022/11/11,20250626_1449,1750949906.0262532,28.977084398269653,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/lottery.sol,lottery.sol,maian,solidity,2022/11/11,20250626_1449,1750958993.758022,31.305500984191895,0,{No_Ether_lock_Ether_refused},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/open_address_lottery.sol,open_address_lottery.sol,maian,solidity,2022/11/11,20250626_1449,1750949463.2609746,38.78033447265625,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/random_number_generator.sol,random_number_generator.sol,maian,solidity,2022/11/11,20250626_1449,1750949878.8696358,27.15548014640808,0,"{No_Ether_leak_no_send,No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/insecure_transfer.sol,insecure_transfer.sol,manticore-0.3.7,solidity,2022/11/17,20250626_1449,1750949439.3410594,14.513654708862305,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/integer_overflow_1.sol,integer_overflow_1.sol,manticore-0.3.7,solidity,2022/11/17,20250626_1449,1750949453.8564327,4.708771705627441,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/integer_overflow_add.sol,integer_overflow_add.sol,manticore-0.3.7,solidity,2022/11/17,20250626_1449,1750949787.4051945,5.464311599731445,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/open_address_lottery.sol,open_address_lottery.sol,manticore-0.3.7,solidity,2022/11/17,20250626_1449,1750949806.026723,72.84047794342041,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/random_number_generator.sol,random_number_generator.sol,manticore-0.3.7,solidity,2022/11/17,20250626_1449,1750949967.306878,1.8134355545043945,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/BECToken.sol,BECToken.sol,mythril-0.24.7,solidity,2024/03/24,20250626_1449,1750953588.0892258,5405.667681455612,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/insecure_transfer.sol,insecure_transfer.sol,mythril-0.24.7,solidity,2024/03/24,20250626_1449,1750949396.2330754,11.296610116958618,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/integer_overflow_add.sol,integer_overflow_add.sol,mythril-0.24.7,solidity,2024/03/24,20250626_1449,1750949502.0420334,10.36951470375061,1,{Integer_Arithmetic_Bugs_SWC_101},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/lottery.sol,lottery.sol,mythril-0.24.7,solidity,2024/03/24,20250626_1449,1750949793.9157817,12.110016345977783,1,{Dependence_on_predictable_environment_variable_SWC_120},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/open_address_lottery.sol,open_address_lottery.sol,mythril-0.24.7,solidity,2024/03/24,20250626_1449,1750949969.1210108,3609.7674293518066,1,"{Dependence_on_predictable_environment_variable_SWC_120,Integer_Arithmetic_Bugs_SWC_101,Transaction_Order_Dependence_SWC_114}",{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/random_number_generator.sol,random_number_generator.sol,mythril-0.24.7,solidity,2024/03/24,20250626_1449,1750953581.7199624,6.368144512176514,0,{},{},{},{}
/home/user/Documents/GitHub/smartbugs-curated/SecondoSplit/BECToken.sol,BECToken.sol,slither-0.10.4,solidity,2024/04/30,20250626_1449,1750949462.148842,1.111173152923584,255,"{constable_states,external_function,naming_convention,solc_version,too_many_digits}",{},{},{}
