filename,basename,toolid,toolmode,tool_args,parser_version,runid,start,duration,exit_code,findings,classified_findings,infos,errors,fails
samples/Split2/BECToken.sol,BECToken.sol,confuzzius,solidity,,2022/12/31,20250902_1330,1756813218.5831506,25.4886531829834,,{},{},{},{},{DOCKER_TIMEOUT}
samples/Split2/insecure_transfer.sol,insecure_transfer.sol,confuzzius,solidity,,2022/12/31,20250902_1330,1756813045.0627038,2.0319573879241943,0,{},{},{},{},{}
samples/Split2/integer_overflow_1.sol,integer_overflow_1.sol,confuzzius,solidity,,2022/12/31,20250902_1330,1756813246.4956515,2.0405514240264893,0,{Integer_Overflow@14},"{INTEGER_OVERFLOW,OVERFLOW}",{},{},{}
samples/Split2/integer_overflow_add.sol,integer_overflow_add.sol,confuzzius,solidity,,2022/12/31,20250902_1330,1756813250.957621,2.4908673763275146,0,{Integer_Overflow@17},"{INTEGER_OVERFLOW,OVERFLOW}",{},{},{}
samples/Split2/lottery.sol,lottery.sol,confuzzius,solidity,,2022/12/31,20250902_1330,1756812956.9332285,3.6550018787384033,0,"{Block_Dependency@38,Transaction_Order_Dependency@42}","{FRONT_RUNNING,TOD,WEAK_RANDOMNESS}",{},{},{}
samples/Split2/open_address_lottery.sol,open_address_lottery.sol,confuzzius,solidity,,2022/12/31,20250902_1330,1756813153.142396,3.4541914463043213,0,"{Block_Dependency@63,Block_Dependency@79}",{WEAK_RANDOMNESS},{},{},{}
samples/Split2/random_number_generator.sol,random_number_generator.sol,confuzzius,solidity,,2022/12/31,20250902_1330,1756813255.9092393,1.7393672466278076,0,{},{},{},{},{}
samples/Split2/BECToken.sol,BECToken.sol,conkas,solidity,-vt time_manipulation,2022/11/11,20250902_1330,1756812676.810179,25.635539531707764,,{},{},{},{},{DOCKER_TIMEOUT}
samples/Split2/insecure_transfer.sol,insecure_transfer.sol,conkas,solidity,-vt time_manipulation,2022/11/11,20250902_1330,1756812748.6700132,1.0733065605163574,0,{},{},{},{},{}
samples/Split2/integer_overflow_1.sol,integer_overflow_1.sol,conkas,solidity,-vt time_manipulation,2022/11/11,20250902_1330,1756812752.1775508,0.9784855842590332,0,{},{},{},{},{}
samples/Split2/integer_overflow_add.sol,integer_overflow_add.sol,conkas,solidity,-vt time_manipulation,2022/11/11,20250902_1330,1756812758.9510608,0.9798736572265625,0,{},{},{},{},{}
samples/Split2/lottery.sol,lottery.sol,conkas,solidity,-vt time_manipulation,2022/11/11,20250902_1330,1756812765.7431266,1.2134089469909668,0,{},{},{},{},{}
